,geneSymbol,prob,probSD,SNR,pval_prob,qval_prob,pval_MutSig,qval_MutSig,protLength,uniquePosNdMAF,uniquePosNdMAFtumor,uniquePosNExactMatch,uniquePosNExactMatchtumor,casesN,SNRcorrected,MutSigPass,probPass,tumorType
198,PIK3CA,0.738461538,0.055772662,13.24056456,0,0,0,0,1068,105,23,14,7,64,13.24056456,1,1,HNSC
199,PRF1,0.333333333,0.268559971,1.241187704,0.02879856,0.058488504,0.6362382,1,555,41,3,2,1,3,1.241187704,0,0,HNSC
200,PTEN,0.2,0.178898756,1.117950761,0.066946653,0.07651046,0.007806366,1,403,221,5,16,1,5,1.117950761,0,0,HNSC
201,RAG1,0.166666667,0.162981532,1.022610752,0.031448428,0.058488504,0.4688403,1,1043,97,6,4,1,5,1.022610752,0,0,HNSC
202,RDH12,0.333333333,0.27998999,1.190518752,0.0519974,0.063656817,0.273974,1,316,18,3,2,1,3,1.190518752,0,0,HNSC
203,RUNX2,0.25,0.211670864,1.181078943,0.042647868,0.058488504,0.5229113,1,521,54,4,3,1,4,1.181078943,0,0,HNSC
204,RYR2,0.022727273,0.021857315,1.039801689,0.044547773,0.058894353,0.9994008,1,4967,748,43,5,1,34,1.039801689,0,0,HNSC
205,SETBP1,0.111111111,0.106446346,1.043822685,0.029748513,0.058488504,0.9835128,1,1596,164,9,3,1,9,1.043822685,0,0,HNSC
206,SLC4A11,0.166666667,0.155794807,1.069783194,0.03579821,0.058488504,0.9681444,1,891,67,6,1,1,6,1.069783194,0,0,HNSC
207,SMAD4,0.125,0.115345303,1.083702559,0.079346033,0.086129027,0.005331123,1,552,78,8,2,1,7,1.083702559,0,0,HNSC
208,SOS1,0.125,0.109526163,1.141279825,0.033148343,0.058488504,0.8664193,1,1333,90,8,5,1,7,1.141279825,0,0,HNSC
209,TGFBR2,0.090909091,0.087251899,1.041915327,0.088695565,0.092551894,0.001259789,0.5400488,567,60,9,3,1,10,1.041915327,0,0,HNSC
210,TP53,0.444897959,0.031138501,14.28771258,1.33E-06,3.20E-05,2.22E-16,3.81E-13,393,263,118,40,30,209,14.28771258,1,1,HNSC
211,NOTCH1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,HNSC
212,FAT1,NA,NA,NA,NA,NA,1.33E-15,2.09E-12,NA,NA,NA,NA,NA,NA,NA,1,0,HNSC
213,NFE2L2,NA,NA,NA,NA,NA,1.18E-07,0.000148822,NA,NA,NA,NA,NA,NA,NA,1,0,HNSC
214,NBPF1,NA,NA,NA,NA,NA,6.48E-07,0.000763966,NA,NA,NA,NA,NA,NA,NA,1,0,HNSC
215,EPHA2,NA,NA,NA,NA,NA,1.10E-06,0.001218094,NA,NA,NA,NA,NA,NA,NA,1,0,HNSC
216,B2M,NA,NA,NA,NA,NA,1.50E-06,0.001572985,NA,NA,NA,NA,NA,NA,NA,1,0,HNSC
217,PRIM2,NA,NA,NA,NA,NA,4.14E-06,0.004105366,NA,NA,NA,NA,NA,NA,NA,1,0,HNSC
218,ZNF750,NA,NA,NA,NA,NA,7.22E-06,0.0068052,NA,NA,NA,NA,NA,NA,NA,1,0,HNSC
219,FLG,NA,NA,NA,NA,NA,1.40E-05,0.01201582,NA,NA,NA,NA,NA,NA,NA,1,0,HNSC
220,AKT3,0.5,0.362448781,1.379505259,0.02019899,0.025707806,0.3865963,1,479,40,2,1,1,2,1.379505259,0,0,KIRC
221,ALK,0.166666667,0.152697813,1.091480376,0.019049048,0.025707806,0.9849063,1,1620,125,6,1,1,6,1.091480376,0,0,KIRC
222,CPS1,0.2,0.17382651,1.150572486,0.017149143,0.025707806,0.5140197,1,1500,186,5,9,1,5,1.150572486,0,0,KIRC
223,PIK3CA,0.5,0.144144217,3.468748244,9.02E-06,0.000126273,0.2916592,1,1068,105,9,14,4,12,3.468748244,0,1,KIRC
224,PTEN,0.15,0.078730528,1.905233006,0.02379881,0.027765278,0,0,403,221,19,16,3,18,1.905233006,1,0,KIRC
225,RAD51,0.5,0.354004335,1.412412083,0.02839858,0.030583086,0.5510179,1,339,17,2,1,1,2,1.412412083,0,0,KIRC
226,SLC37A4,0.333333333,0.274139537,1.21592579,0.033848308,0.033848308,0.2314301,1,429,18,3,2,1,3,1.21592579,0,0,KIRC
227,TG,0.166666667,0.150427042,1.107956817,0.011049448,0.022098895,0.9285544,1,2768,271,6,1,1,6,1.107956817,0,0,KIRC
228,TP53,0.5,0.159974472,3.125498665,0.000149993,0.000699965,5.22E-05,0.07034502,393,263,10,40,5,9,3.125498665,0,1,KIRC
229,VHL,0.39748954,0.03142203,12.65002747,2.04E-05,0.000143129,7.33E-15,1.97E-11,213,97,96,21,21,221,12.65002747,1,1,KIRC
230,BAP1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,KIRC
231,PBRM1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,KIRC
232,SETD2,NA,NA,NA,NA,NA,8.66E-15,2.04E-11,NA,NA,NA,NA,NA,NA,NA,1,0,KIRC
233,KDM5C,NA,NA,NA,NA,NA,1.69E-11,3.55E-08,NA,NA,NA,NA,NA,NA,NA,1,0,KIRC
234,NEFH,NA,NA,NA,NA,NA,4.95E-08,9.34E-05,NA,NA,NA,NA,NA,NA,NA,1,0,KIRC
235,ABCA4,0.076923077,0.052296376,1.470906452,0.003099845,0.015552794,0.9999978,1,2273,169,25,11,2,16,1.470906452,0,0,LUAD
236,ACVRL1,0.111111111,0.10396976,1.068686812,0.05379731,0.066813932,0.9519885,1,503,45,9,1,1,9,1.068686812,0,0,LUAD
237,AKT1,0.5,0.358569829,1.394428531,0.011949403,0.036590478,0.9992366,1,480,22,2,1,1,2,1.394428531,0,0,LUAD
238,ALPL,0.5,0.355795715,1.405300793,0.010899455,0.036513174,0.9363255,1,524,37,2,4,1,2,1.405300793,0,0,LUAD
239,ATM,0.029411765,0.02910157,1.010659023,0.032348383,0.047553057,2.98E-05,0.008777984,3056,259,32,2,1,28,1.010659023,1,0,LUAD
240,ATP1A3,0.285714286,0.176393844,1.619752022,0.000299985,0.002871285,0.9969373,1,1013,79,7,4,2,6,1.619752022,0,0,LUAD
241,ATP7B,0.076923077,0.07309064,1.052434032,0.025748713,0.045375004,0.9912367,1,1465,88,13,7,1,12,1.052434032,0,0,LUAD
242,BBS12,0.333333333,0.276156631,1.207044468,0.012499375,0.036590478,0.9918295,1,710,37,3,3,1,3,1.207044468,0,0,LUAD
243,BCHE,0.047619048,0.048702461,0.977754433,0.099695015,0.104368219,0.9229928,1,602,91,21,2,1,21,0.977754433,0,0,LUAD
244,BRAF,0.535714286,0.091985398,5.823905753,0,0,2.43E-07,0.000127473,766,65,16,6,4,27,5.823905753,1,1,LUAD
245,C7,0.060606061,0.044194068,1.371361888,0.002949853,0.015552794,0.4950932,1,843,133,32,1,1,25,1.371361888,0,0,LUAD
246,CACNA1F,0.0625,0.060817442,1.027665713,0.02339883,0.043547823,0.9922882,1,1977,120,16,2,1,15,1.027665713,0,0,LUAD
247,CAPN3,0.125,0.113056542,1.105641455,0.029048548,0.045375004,0.5419727,1,821,61,8,6,1,7,1.105641455,0,0,LUAD
248,CDK4,0.666666667,0.277622579,2.401341665,0.00959952,0.033850939,0.279958,1,303,19,2,1,1,3,2.401341665,0,1,LUAD
249,CDKN2A,0.0625,0.062154828,1.005553428,0.262136893,0.262136893,1.84E-05,0.005779577,156,59,14,6,1,16,1.005553428,1,0,LUAD
250,COL11A2,0.1,0.093901318,1.064947782,0.017649118,0.038732438,0.9999637,1,1736,129,10,1,1,10,1.064947782,0,0,LUAD
251,COL1A2,0.04,0.040111137,0.997229276,0.054847258,0.066813932,0.02628953,1,1366,196,25,7,1,22,0.997229276,0,0,LUAD
252,COL3A1,0.024390244,0.023328281,1.045522553,0.077946103,0.085612932,0.9621071,1,1466,198,39,5,1,34,1.045522553,0,0,LUAD
253,CPS1,0.019607843,0.020707463,0.946897393,0.094245288,0.100229116,0.9997629,1,1500,186,49,9,1,43,0.946897393,0,0,LUAD
254,CPT2,0.333333333,0.273782276,1.217512465,0.01339933,0.036590478,0.806859,1,658,28,3,1,1,3,1.217512465,0,0,LUAD
255,CRB1,0.083333333,0.055849308,1.492110405,0.003249838,0.015552794,0.03927376,1,1406,151,24,6,2,23,1.492110405,0,0,LUAD
256,CTNNB1,0.428571429,0.132732836,3.228827481,1.68E-05,0.000374438,0.000172025,0.03526885,781,81,11,5,3,12,3.228827481,1,1,LUAD
257,CTSD,0.5,0.349482672,1.430686096,0.01419929,0.036590478,0.951231,1,412,26,2,1,1,2,1.430686096,0,0,LUAD
258,CTSF,0.2,0.173103914,1.155375379,0.029098545,0.045375004,0.7426101,1,484,30,5,1,1,5,1.155375379,0,0,LUAD
259,DNAH5,0.018181818,0.016619679,1.093993334,0.034948253,0.049819849,0.9934025,1,4624,555,54,2,1,40,1.093993334,0,0,LUAD
260,FBN1,0.043478261,0.042396585,1.025513273,0.023148843,0.043547823,0.9905113,1,2871,247,23,11,1,15,1.025513273,0,0,LUAD
261,FGFR2,0.1,0.092890412,1.076537373,0.035948203,0.050177699,0.9917917,1,821,91,10,5,1,8,1.076537373,0,0,LUAD
262,FMO3,0.2,0.172962296,1.156321373,0.02819859,0.045375004,0.9998937,1,532,63,5,2,1,5,1.156321373,0,0,LUAD
263,GALC,0.333333333,0.154787776,2.153486162,0.004449778,0.018633443,0.8475495,1,685,31,7,2,1,8,2.153486162,0,1,LUAD
264,GBA,0.333333333,0.275375801,1.210467049,0.016549173,0.038234295,0.7410711,1,536,34,3,4,1,3,1.210467049,0,0,LUAD
265,GDF5,0.2,0.175814535,1.137562374,0.027948603,0.045375004,0.01120915,0.7830627,501,39,5,3,1,5,1.137562374,0,0,LUAD
266,GNRHR,0.5,0.254077853,1.967900757,0.008699565,0.032381714,0.9997975,1,328,16,3,1,1,4,1.967900757,0,0,LUAD
267,GRIA3,0.066666667,0.064668074,1.030905407,0.050347483,0.064870795,0.7800437,1,894,89,15,2,1,14,1.030905407,0,0,LUAD
268,KRAS,0.940594059,0.024287046,38.72821946,0.000649968,0.004838647,0,0,189,23,6,4,2,100,38.72821946,1,1,LUAD
269,MYH7,0.285714286,0.172734373,1.654067343,0.000116239,0.001297997,0.9987056,1,1935,70,7,16,2,7,1.654067343,0,0,LUAD
270,MYO7A,0.071428571,0.071570537,0.998016428,0.018499075,0.038732438,0.999201,1,2215,116,14,3,1,12,0.998016428,0,0,LUAD
271,MYOT,0.2,0.176712272,1.131783307,0.02939853,0.045375004,0.4548591,1,498,27,5,2,1,5,1.131783307,0,0,LUAD
272,NDP,0.333333333,0.268863159,1.239788054,0.067446628,0.075315401,0.1990632,1,133,9,3,2,1,3,1.239788054,0,0,LUAD
273,NTRK1,0.071428571,0.068398441,1.044301164,0.04879756,0.064106599,0.4597816,1,796,74,13,1,1,13,1.044301164,0,0,LUAD
274,PCCB,0.333333333,0.27354635,1.218562535,0.01479926,0.03672409,0.9979849,1,539,32,3,1,1,3,1.218562535,0,0,LUAD
275,PIK3CA,0.571428571,0.105919005,5.394957888,0,0,0.007098046,0.6085606,1068,105,13,14,4,21,5.394957888,0,1,LUAD
276,PIK3R2,0.5,0.344508979,1.451340983,0.00779961,0.030739639,0.9766497,1,728,47,2,1,1,2,1.451340983,0,0,LUAD
277,PITX2,0.166666667,0.154808373,1.076599822,0.054647268,0.066813932,0.9415334,1,317,36,6,2,1,6,1.076599822,0,0,LUAD
278,PRNP,0.333333333,0.277403953,1.201617101,0.119644018,0.123325372,0.0190239,1,73,18,3,2,1,3,1.201617101,0,0,LUAD
279,PROS1,0.047619048,0.044861251,1.061473922,0.089145543,0.096334699,0.7433102,1,676,93,21,2,1,20,1.061473922,0,0,LUAD
280,PTEN,0.1,0.095147533,1.050999398,0.064496775,0.074504895,0.01313584,0.8603061,403,221,9,16,1,9,1.050999398,0,0,LUAD
281,RAF1,0.6,0.22346359,2.685001169,5.00E-05,0.000669967,0.6903226,1,648,37,4,3,2,4,2.685001169,0,1,LUAD
282,RAG1,0.041666667,0.038878498,1.071714937,0.065946703,0.074888628,0.5931517,1,1043,97,24,4,1,21,1.071714937,0,0,LUAD
283,RIT1,0.375,0.17823054,2.104016513,0.0019999,0.012181209,0.000165768,0.03474118,219,24,7,2,2,7,2.104016513,1,1,LUAD
284,RUNX1,0.5,0.339107644,1.474458065,0.012849358,0.036590478,0.9645242,1,453,54,2,1,1,2,1.474458065,0,0,LUAD
285,RUNX2,0.090909091,0.085950826,1.057687222,0.061646918,0.072462166,0.7612777,1,521,54,11,3,1,5,1.057687222,0,0,LUAD
286,RYR1,0.014285714,0.014209722,1.005347902,0.039948003,0.054622779,0.08422392,1,5038,417,70,5,1,57,1.005347902,0,0,LUAD
287,RYR2,0.004484305,0.004645006,0.965403458,0.122093895,0.123943803,0.9999987,1,4967,748,212,5,1,131,0.965403458,0,0,LUAD
288,SCN5A,0.133333333,0.085469361,1.560013222,0.000449978,0.003768562,0.9927229,1,2016,164,15,17,2,14,1.560013222,0,0,LUAD
289,SLC4A1,0.166666667,0.150537446,1.107144243,0.018249088,0.038732438,0.9999456,1,911,22,6,4,1,5,1.107144243,0,0,LUAD
290,SLC7A9,0.25,0.215737207,1.158817263,0.022548873,0.043547823,0.9999998,1,487,34,4,2,1,4,1.158817263,0,0,LUAD
291,SMAD4,0.272727273,0.134255091,2.031411034,0.000899955,0.006029699,0.06259306,1,552,78,10,2,2,11,2.031411034,0,1,LUAD
292,SMARCA2,0.071428571,0.066365687,1.076287683,0.025248738,0.045375004,0.9966375,1,1590,119,14,1,1,13,1.076287683,0,0,LUAD
293,SOS1,0.066666667,0.063657967,1.047263519,0.02979851,0.045375004,0.6292341,1,1333,90,14,5,1,13,1.047263519,0,0,LUAD
294,STK11,0.065217391,0.036710348,1.776539729,0.056297185,0.067355561,0,0,433,49,32,2,2,44,1.776539729,1,0,LUAD
295,TBC1D24,0.333333333,0.271926562,1.225821158,0.01539923,0.036848158,0.1793377,1,559,33,3,1,1,3,1.225821158,0,0,LUAD
296,TECTA,0.041666667,0.038264303,1.088917442,0.032648368,0.047553057,0.9954179,1,2155,169,24,1,1,21,1.088917442,0,0,LUAD
297,TGFB1,0.333333333,0.279976285,1.190577029,0.021298935,0.043243292,0.5352949,1,390,19,3,1,1,3,1.190577029,0,0,LUAD
298,TGFBR2,0.333333333,0.271294511,1.228677026,0.0139993,0.036590478,0.9999999,1,567,60,3,3,1,3,1.228677026,0,0,LUAD
299,TP53,0.38372093,0.038917365,9.859889765,4.92E-05,0.000669967,0,0,393,263,107,40,33,162,9.859889765,1,1,LUAD
300,WNT10A,0.166666667,0.148748533,1.120459228,0.043497825,0.058287086,0.5171296,1,417,27,6,1,1,6,1.120459228,0,0,LUAD
301,CD4,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
302,HAX1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
303,MUC7,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
304,RBM10,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
305,SNRPN,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
306,SPRR3,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
307,TCEAL5,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
308,NBPF1,NA,NA,NA,NA,NA,1.33E-15,1.05E-12,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
309,IL32,NA,NA,NA,NA,NA,2.66E-15,2.01E-12,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
310,RB1,NA,NA,NA,NA,NA,4.86E-14,3.40E-11,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
311,SMARCA4,NA,NA,NA,NA,NA,1.82E-13,1.22E-10,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
312,COL11A1,NA,NA,NA,NA,NA,1.02E-12,6.61E-10,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
313,ARID1A,NA,NA,NA,NA,NA,2.32E-10,1.46E-07,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
314,EGFR,NA,NA,NA,NA,NA,2.68E-10,1.63E-07,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
315,SYCP1,NA,NA,NA,NA,NA,2.31E-07,0.000124539,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
316,NF1,NA,NA,NA,NA,NA,4.59E-07,0.000234168,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
317,ELTD1,NA,NA,NA,NA,NA,9.47E-07,0.00044549,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
318,ZEB1,NA,NA,NA,NA,NA,1.03E-06,0.000459586,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
319,KIAA2022,NA,NA,NA,NA,NA,1.05E-06,0.000459586,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
320,BTK,NA,NA,NA,NA,NA,1.37E-06,0.000574009,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
321,KRTAP5-10,NA,NA,NA,NA,NA,1.57E-06,0.000630175,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
322,EMG1,NA,NA,NA,NA,NA,1.87E-06,0.000733364,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
323,RFX5,NA,NA,NA,NA,NA,4.20E-06,0.001553125,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
324,KBTBD6,NA,NA,NA,NA,NA,4.87E-06,0.001767225,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
325,LRRIQ3,NA,NA,NA,NA,NA,7.32E-06,0.002605883,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
326,MGA,NA,NA,NA,NA,NA,1.08E-05,0.003580162,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
327,ADAM23,NA,NA,NA,NA,NA,1.08E-05,0.003580162,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
328,EPHX4,NA,NA,NA,NA,NA,1.33E-05,0.004333858,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
329,OVGP1,NA,NA,NA,NA,NA,1.76E-05,0.005623528,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
330,CTCFL,NA,NA,NA,NA,NA,2.04E-05,0.006192496,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
331,COL25A1,NA,NA,NA,NA,NA,2.16E-05,0.006461911,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
332,GNG2,NA,NA,NA,NA,NA,3.72E-05,0.01080447,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
333,FMO1,NA,NA,NA,NA,NA,4.75E-05,0.01316446,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
334,KLK1,NA,NA,NA,NA,NA,4.97E-05,0.01340199,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
335,PHACTR1,NA,NA,NA,NA,NA,4.97E-05,0.01340199,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
336,RPSA,NA,NA,NA,NA,NA,5.48E-05,0.01456317,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
337,ADCY10,NA,NA,NA,NA,NA,6.77E-05,0.01703609,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
338,ARID2,NA,NA,NA,NA,NA,8.36E-05,0.02047188,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
339,SRGAP3,NA,NA,NA,NA,NA,9.98E-05,0.0232047,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
340,GCNT4,NA,NA,NA,NA,NA,0.000101181,0.0232047,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
341,MICALCL,NA,NA,NA,NA,NA,0.000101686,0.0232047,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
342,KRT79,NA,NA,NA,NA,NA,0.00010211,0.0232047,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
343,TSKS,NA,NA,NA,NA,NA,0.000130175,0.02899448,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
344,ACACA,NA,NA,NA,NA,NA,0.00013552,0.02938134,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
345,KIR2DL1,NA,NA,NA,NA,NA,0.000171645,0.03526885,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
346,FCRL4,NA,NA,NA,NA,NA,0.000191849,0.03891036,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
347,HPGDS,NA,NA,NA,NA,NA,0.000205672,0.04127003,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
348,RALGAPB,NA,NA,NA,NA,NA,0.000215132,0.04271388,NA,NA,NA,NA,NA,NA,NA,1,0,LUAD
349,AKR1D1,0.5,0.354041092,1.412265443,0.039148043,0.0679976,0.409873,1,326,6,2,1,1,2,1.412265443,0,0,LUSC
350,ALPL,0.25,0.214291673,1.166634228,0.052047398,0.0679976,1,1,524,37,4,4,1,4,1.166634228,0,0,LUSC
351,ATP2A2,0.142857143,0.13407863,1.065472868,0.0439978,0.0679976,0.9230343,1,1042,66,7,2,1,6,1.065472868,0,0,LUSC
352,BRAF,0.25,0.153622375,1.627367103,0.005549723,0.051297435,0.118194,1,766,65,8,6,2,8,1.627367103,0,0,LUSC
353,CAPN3,0.125,0.114880961,1.088082823,0.062696865,0.070072967,0.6805738,1,821,61,8,6,1,8,1.088082823,0,0,LUSC
354,CASP8,0.333333333,0.273014007,1.22093858,0.044047798,0.0679976,0.3527776,1,479,74,3,1,1,3,1.22093858,0,0,LUSC
355,CDKN2A,0.111111111,0.061675776,1.801535693,0.720563972,0.720563972,7.77E-16,7.33E-12,156,59,20,6,3,27,1.801535693,1,0,LUSC
356,CNGA3,0.333333333,0.273803196,1.217419437,0.02959852,0.0679976,0.4913381,1,694,25,3,3,1,3,1.217419437,0,0,LUSC
357,COL4A2,0.058823529,0.057411058,1.024602774,0.05859707,0.0679976,0.3281632,1,1712,127,15,1,1,15,1.024602774,0,0,LUSC
358,CPS1,0.0625,0.044793478,1.395292412,0.032248388,0.0679976,7.56E-05,0.1426678,1500,186,29,9,2,26,1.395292412,0,0,LUSC
359,DNAI1,0.25,0.220677817,1.132873272,0.037848108,0.0679976,0.4881019,1,699,39,4,1,1,4,1.132873272,0,0,LUSC
360,F8,0.166666667,0.107998829,1.543226608,0.00099995,0.014249288,0.4464507,1,2351,200,12,15,2,12,1.543226608,0,0,LUSC
361,FGFR2,0.142857143,0.130353335,1.095922422,0.04659767,0.0679976,0.6601329,1,821,91,6,5,1,7,1.095922422,0,0,LUSC
362,FGFR3,0.75,0.221523159,3.385650526,0.000549973,0.010449478,0.8470867,1,806,54,3,6,2,4,3.385650526,0,1,LUSC
363,GALC,0.333333333,0.271379566,1.228291937,0.02879856,0.0679976,0.9999999,1,685,31,3,2,1,3,1.228291937,0,0,LUSC
364,GBA,0.2,0.17251818,1.159298108,0.057347133,0.0679976,0.394297,1,536,34,5,4,1,5,1.159298108,0,0,LUSC
365,GPI,0.2,0.184626236,1.083269663,0.058897055,0.0679976,0.2835621,1,558,39,5,1,1,5,1.083269663,0,0,LUSC
366,GRIN2A,0.076923077,0.074178775,1.036995784,0.05779711,0.0679976,0.574181,1,1464,221,13,6,1,11,1.036995784,0,0,LUSC
367,HADHB,0.333333333,0.270884232,1.230537971,0.0419979,0.0679976,0.4384358,1,474,36,3,2,1,3,1.230537971,0,0,LUSC
368,HRAS,0.6,0.218472631,2.746339432,0.036898155,0.0679976,0.01719673,1,189,11,2,2,1,5,2.746339432,0,0,LUSC
369,KCNQ1,0.333333333,0.272735212,1.222186646,0.0299985,0.0679976,0.3958706,1,676,37,3,4,1,3,1.222186646,0,0,LUSC
370,L2HGDH,0.5,0.353013269,1.416377353,0.030748463,0.0679976,1,1,463,27,2,1,1,2,1.416377353,0,0,LUSC
371,MUT,0.5,0.24351653,2.053248707,0.001249938,0.014249288,0.9622443,1,750,48,4,3,2,4,2.053248707,0,1,LUSC
372,PARK2,0.090909091,0.08893107,1.022242182,0.159542023,0.162390988,0.0873653,1,465,52,11,3,1,11,1.022242182,0,0,LUSC
373,PEX26,0.666666667,0.268104026,2.486597001,0.02239888,0.0679976,0.3222,1,305,13,2,1,1,3,2.486597001,0,0,LUSC
374,PIK3CA,0.612903226,0.093361194,6.564860611,0,0,0.7602323,1,1068,105,17,14,5,28,6.564860611,0,1,LUSC
375,PIK3R2,0.2,0.183044107,1.092632826,0.04699765,0.0679976,0.3976497,1,728,47,5,1,1,5,1.092632826,0,0,LUSC
376,PKLR,0.333333333,0.265304328,1.256418755,0.035148243,0.0679976,0.6706522,1,574,29,3,5,1,2,1.256418755,0,0,LUSC
377,PLA2G5,0.333333333,0.279471513,1.192727408,0.14619269,0.151508788,0.01448345,1,138,7,3,1,1,3,1.192727408,0,0,LUSC
378,PLP1,0.333333333,0.277970104,1.199169727,0.074946253,0.082152623,0.4055238,1,277,19,3,2,1,3,1.199169727,0,0,LUSC
379,PSPH,0.5,0.353615673,1.413964477,0.059647018,0.0679976,0.6069907,1,225,20,2,1,1,2,1.413964477,0,0,LUSC
380,PTEN,0.125,0.083143929,1.503417046,0.0879956,0.092884245,1.60E-11,1.01E-07,403,221,15,16,2,14,1.503417046,1,0,LUSC
381,PTPN11,0.25,0.219014623,1.141476295,0.045947703,0.0679976,0.3482236,1,597,48,4,7,1,4,1.141476295,0,0,LUSC
382,SCN5A,0.181818182,0.116066027,1.56650647,0.00699965,0.051297435,0.8795516,1,2016,164,10,17,2,11,1.56650647,0,0,LUSC
383,SDHA,0.333333333,0.277627387,1.200650041,0.02619869,0.0679976,0.6974935,1,664,59,3,1,1,3,1.200650041,0,0,LUSC
384,SERPIND1,0.5,0.365216556,1.369050748,0.027498625,0.0679976,0.7526666,1,499,28,2,1,1,2,1.369050748,0,0,LUSC
385,SGCA,0.333333333,0.272390196,1.223734697,0.050647468,0.0679976,0.2923042,1,387,30,3,2,1,3,1.223734697,0,0,LUSC
386,SIX1,0.5,0.345808594,1.445886565,0.044297785,0.0679976,0.5112264,1,284,25,2,1,1,2,1.445886565,0,0,LUSC
387,SLC17A8,0.25,0.219048898,1.141297682,0.046097695,0.0679976,4.81E-05,0.1007927,589,16,4,1,1,3,1.141297682,0,0,LUSC
388,SLC4A1,0.4,0.223573221,1.789123039,0.00719964,0.051297435,0.2451962,1,911,22,4,4,1,5,1.789123039,0,0,LUSC
389,SLC4A4,0.111111111,0.101533065,1.094334256,0.058097095,0.0679976,0.6293153,1,1079,96,9,1,1,9,1.094334256,0,0,LUSC
390,SPAST,0.2,0.18853537,1.06080891,0.054947253,0.0679976,0.1865405,1,616,30,5,1,1,5,1.06080891,0,0,LUSC
391,TF,0.111111111,0.106895851,1.039433334,0.087495625,0.092884245,0.4067079,1,698,60,9,1,1,8,1.039433334,0,0,LUSC
392,TMEM67,0.333333333,0.270714811,1.231308078,0.019849008,0.0679976,0.7279817,1,995,60,3,1,1,3,1.231308078,0,0,LUSC
393,TP53,0.489932886,0.041650971,11.76282021,5.96E-06,0.000169896,0,0,393,263,80,40,25,141,11.76282021,1,1,LUSC
394,WDR34,0.5,0.35507334,1.408159789,0.025898705,0.0679976,0.74732,1,536,24,2,1,1,2,1.408159789,0,0,LUSC
395,WNT7A,0.333333333,0.274139537,1.21592579,0.055347233,0.0679976,0.323059,1,349,18,3,1,1,3,1.21592579,0,0,LUSC
396,ZDHHC9,0.333333333,0.27057447,1.231946729,0.052447378,0.0679976,0.1539309,1,364,24,3,1,1,3,1.231946729,0,0,LUSC
