,geneSymbol,prob,probSD,SNR,pval_prob,qval_prob,pval_MutSig,qval_MutSig,protLength,uniquePosNdMAF,uniquePosNdMAFtumor,uniquePosNExactMatch,uniquePosNExactMatchtumor,casesN,SNRcorrected,MutSigPass,probPass,tumorType
201,NCF4,0.25,0.214722013,1.164296087,0.063446828,0.090376562,NA,1,339,36,4,1,1,4,1.164296087,0,0,COAD/READ
202,NF1,0.066666667,0.064797796,1.028841585,0.028948553,0.08964692,NA,1,2839,474,15,6,1,12,1.028841585,0,0,COAD/READ
203,NOTCH3,0.074074074,0.050696353,1.461132211,0.004749763,0.033896032,NA,1,2321,242,27,6,2,24,1.461132211,0,0,COAD/READ
204,NPC1,0.181818182,0.115063834,1.580150556,0.0039998,0.033050979,NA,1,1278,99,10,6,1,8,1.580150556,0,0,COAD/READ
205,NR3C2,0.083333333,0.075741937,1.100227123,0.06219689,0.090162464,NA,1,984,100,11,3,1,12,1.100227123,0,0,COAD/READ
206,NRAS,0.090909091,0.059936083,1.516767297,0.086095695,0.105601751,NA,0.0806786,189,31,5,2,1,22,1.516767297,0,0,COAD/READ
207,OCRL,0.090909091,0.081518648,1.115193805,0.063896805,0.090376562,NA,1,901,96,11,3,1,10,1.115193805,0,0,COAD/READ
208,PAX6,0.125,0.120729089,1.035375987,0.103294835,0.114066325,NA,1,422,48,8,1,1,7,1.035375987,0,0,COAD/READ
209,PEX7,0.333333333,0.276413265,1.205923793,0.04859757,0.08964692,NA,1,323,28,3,1,1,3,1.205923793,0,0,COAD/READ
210,PHGDH,0.2,0.185625151,1.077440201,0.050047498,0.08964692,NA,1,533,39,5,3,1,5,1.077440201,0,0,COAD/READ
211,PHKA2,0.111111111,0.101180027,1.098152612,0.040547973,0.08964692,NA,1,1235,130,9,1,1,9,1.098152612,0,0,COAD/READ
212,PHKG2,0.25,0.215112089,1.162184801,0.054497275,0.08964692,NA,1,406,36,4,1,1,4,1.162184801,0,0,COAD/READ
213,PIK3CA,0.670886076,0.051744986,12.9652383,0,0,NA,0,1068,139,27,14,10,67,12.9652383,1,1,COAD/READ
214,PIK3R1,0.045454545,0.042552262,1.068205154,0.148042598,0.15005411,NA,1,724,141,19,1,1,15,1.068205154,0,0,COAD/READ
215,PKHD1,0.03125,0.021204257,1.473760663,0.007049648,0.041283121,NA,1,4074,476,64,10,2,34,1.473760663,0,0,COAD/READ
216,PMM2,0.5,0.358296143,1.395493671,0.043947803,0.08964692,NA,1,246,17,2,3,1,2,1.395493671,0,0,COAD/READ
217,POLG,0.125,0.115890814,1.078601453,0.036298185,0.08964692,NA,1,1239,80,8,4,1,8,1.078601453,0,0,COAD/READ
218,POLR3A,0.066666667,0.063904611,1.043221533,0.05819709,0.08964692,NA,1,1390,108,15,1,1,11,1.043221533,0,0,COAD/READ
219,PPOX,0.2,0.175725694,1.138137489,0.056447178,0.08964692,NA,1,477,40,5,5,1,4,1.138137489,0,0,COAD/READ
220,PROS1,0.25,0.155840379,1.604205544,0.004749763,0.033896032,NA,1,676,110,8,3,2,6,1.604205544,0,0,COAD/READ
221,PRPH2,0.142857143,0.130060258,1.098391967,0.108844558,0.118120464,NA,1,346,31,7,1,1,6,1.098391967,0,0,COAD/READ
222,PTEN,0.444444444,0.118199424,3.760123608,0.00179991,0.02040898,NA,8.78E-08,403,242,12,17,4,12,3.760123608,1,1,COAD/READ
223,PTPN11,0.333333333,0.158735744,2.099926105,0.000949953,0.016571394,NA,1,597,82,9,10,3,8,2.099926105,0,1,COAD/READ
224,PVRL4,0.125,0.116512124,1.072849722,0.084695765,0.104702639,NA,1,510,48,8,1,1,8,1.072849722,0,0,COAD/READ
225,QDPR,0.333333333,0.274042148,1.216357904,0.066746663,0.093431169,NA,1,244,23,3,1,1,3,1.216357904,0,0,COAD/READ
226,RAF1,0.25,0.154278934,1.620441582,0.008649568,0.04526607,NA,1,648,58,7,4,1,7,1.620441582,0,0,COAD/READ
227,RAG1,0.083333333,0.078787243,1.057700844,0.059447028,0.08964692,NA,1,1043,156,11,5,1,11,1.057700844,0,0,COAD/READ
228,RBM20,0.166666667,0.146867336,1.134810986,0.026098695,0.08964692,NA,1,1227,32,6,1,1,6,1.134810986,0,0,COAD/READ
229,RDH12,0.333333333,0.269286431,1.237839323,0.054147293,0.08964692,NA,1,316,22,3,2,1,3,1.237839323,0,0,COAD/READ
230,RET,0.071428571,0.068262411,1.046382201,0.069746513,0.094398297,NA,1,1114,160,14,7,1,13,1.046382201,0,0,COAD/READ
231,RNF135,0.333333333,0.271915109,1.225872788,0.037048148,0.08964692,NA,1,432,20,3,1,1,3,1.225872788,0,0,COAD/READ
232,RP2,0.2,0.167792116,1.191951116,0.076546173,0.097740274,NA,1,350,30,5,1,1,5,1.191951116,0,0,COAD/READ
233,RPGRIP1L,0.0625,0.061542941,1.015551071,0.060146993,0.08964692,NA,1,1315,113,14,1,1,11,1.015551071,0,0,COAD/READ
234,RPS6KA3,0.142857143,0.135291136,1.055923893,0.05299735,0.08964692,NA,1,740,71,7,2,1,7,1.055923893,0,0,COAD/READ
235,RS1,0.25,0.211482061,1.182133363,0.074446278,0.097740274,NA,1,224,21,3,1,1,4,1.182133363,0,0,COAD/READ
236,RUNX1,0.2,0.180414271,1.108559752,0.060096995,0.08964692,NA,1,453,78,5,1,1,5,1.108559752,0,0,COAD/READ
237,RYR2,0.011627907,0.011563338,1.005583963,0.09519524,0.111534722,NA,1,4967,959,86,5,1,45,1.005583963,0,0,COAD/READ
238,SAMHD1,0.1,0.094305904,1.060378994,0.088495575,0.106598869,NA,1,626,73,10,2,1,8,1.060378994,0,0,COAD/READ
239,SCN4A,0.055555556,0.054318077,1.022782067,0.050297485,0.08964692,NA,1,1836,154,17,4,1,14,1.022782067,0,0,COAD/READ
240,SCN5A,0.076923077,0.050677833,1.517884088,0.011149443,0.05148419,NA,1,2016,229,25,18,2,19,1.517884088,0,0,COAD/READ
241,SEC23B,0.5,0.252741599,1.978305123,0.007449628,0.041771126,NA,1,767,66,3,2,1,4,1.978305123,0,0,COAD/READ
242,SGCA,0.333333333,0.267830086,1.244570159,0.04319784,0.08964692,NA,1,387,41,3,3,1,3,1.244570159,0,0,COAD/READ
243,SGSH,0.2,0.168421869,1.187494245,0.052297385,0.08964692,NA,1,502,33,5,2,1,5,1.187494245,0,0,COAD/READ
244,SHROOM4,0.2,0.177905847,1.124190144,0.018299085,0.071823909,NA,1,1493,148,5,1,1,5,1.124190144,0,0,COAD/READ
245,SLC12A3,0.1,0.092077349,1.086043428,0.054497275,0.08964692,NA,1,1021,76,10,5,1,10,1.086043428,0,0,COAD/READ
246,SLC26A4,0.166666667,0.156261714,1.066586705,0.036048198,0.08964692,NA,1,780,77,5,2,1,4,1.066586705,0,0,COAD/READ
247,SLC37A4,0.5,0.352999446,1.416432819,0.025948703,0.08964692,NA,1,429,21,2,2,1,2,1.416432819,0,0,COAD/READ
248,SLC3A1,0.166666667,0.152825682,1.09056714,0.050047498,0.08964692,NA,1,685,61,6,2,1,6,1.09056714,0,0,COAD/READ
249,SLC45A2,0.090909091,0.092315807,0.984761919,0.118094095,0.123605153,NA,1,530,66,11,3,1,10,0.984761919,0,0,COAD/READ
250,SLC7A9,0.166666667,0.109777754,1.518218949,0.03559822,0.08964692,NA,1,487,43,11,3,2,11,1.518218949,0,0,COAD/READ
251,SMAD3,0.071428571,0.068618245,1.040955963,0.182540873,0.183711007,NA,1,425,58,14,2,1,12,1.040955963,0,0,COAD/READ
252,SMAD4,0.29787234,0.068798703,4.329621443,0.006899655,0.041283121,NA,0,552,135,32,2,2,42,4.329621443,1,1,COAD/READ
253,SMC1A,0.083333333,0.079686599,1.045763453,0.052547373,0.08964692,NA,1,1233,105,12,5,1,11,1.045763453,0,0,COAD/READ
254,SNRNP200,0.0625,0.060104883,1.039848957,0.042897855,0.08964692,NA,1,2136,164,16,2,1,14,1.039848957,0,0,COAD/READ
255,SPAST,0.222222222,0.137863527,1.611900024,0.006299685,0.041283121,NA,1,616,41,9,3,2,9,1.611900024,0,0,COAD/READ
256,STAT1,0.1,0.096691826,1.03421358,0.074296285,0.097740274,NA,1,750,98,10,2,1,10,1.03421358,0,0,COAD/READ
257,TECTA,0.046511628,0.032038156,1.451757343,0.016449178,0.066218484,NA,1,2155,263,42,3,2,31,1.451757343,0,0,COAD/READ
258,TEK,0.055555556,0.053543131,1.037585114,0.087145643,0.106060976,NA,1,1124,165,18,2,1,15,1.037585114,0,0,COAD/READ
259,TERT,0.125,0.112971291,1.106475807,0.03919804,0.08964692,NA,1,1132,73,8,2,1,8,1.106475807,0,0,COAD/READ
260,TGFBR1,0.333333333,0.156308101,2.13254036,0.001949903,0.02040898,NA,1,503,71,8,3,2,7,2.13254036,0,1,COAD/READ
261,TGFBR2,0.038461538,0.037162138,1.034965702,0.077096145,0.097740274,NA,1,567,103,8,4,1,25,1.034965702,0,0,COAD/READ
262,TGM1,0.25,0.215887807,1.158008893,0.028348583,0.08964692,NA,1,817,72,4,3,1,4,1.158008893,0,0,COAD/READ
263,THRB,0.166666667,0.155372318,1.072692155,0.069746513,0.094398297,NA,1,461,55,6,3,1,6,1.072692155,0,0,COAD/READ
264,TMEM67,0.090909091,0.083602994,1.087390379,0.059447028,0.08964692,NA,1,995,90,11,2,1,6,1.087390379,0,0,COAD/READ
265,TMPRSS6,0.142857143,0.131858919,1.083409025,0.04899755,0.08964692,NA,1,811,80,7,3,1,6,1.083409025,0,0,COAD/READ
266,TNNT2,0.166666667,0.157301442,1.059536799,0.109694515,0.118120464,NA,1,298,31,6,1,1,6,1.059536799,0,0,COAD/READ
267,TOR1A,0.125,0.117445651,1.064322082,0.114944253,0.121115756,NA,1,332,24,7,1,1,8,1.064322082,0,0,COAD/READ
268,TP53,0.668674699,0.036189975,18.47679374,5.00E-05,0.002825621,NA,0,393,287,70,44,28,161,18.47679374,1,1,COAD/READ
269,TP63,0.153846154,0.096317517,1.597281148,0.011899405,0.053377331,NA,1,680,162,13,3,2,12,1.597281148,0,0,COAD/READ
270,TPM1,0.333333333,0.272367941,1.223834684,0.059097045,0.08964692,NA,1,284,34,3,3,1,3,1.223834684,0,0,COAD/READ
271,TRPS1,0.035714286,0.035299609,1.011747349,0.112144393,0.118963984,NA,1,1281,262,27,1,1,25,1.011747349,0,0,COAD/READ
272,UBA1,0.333333333,0.275806015,1.208578912,0.016349183,0.066218484,NA,1,1058,57,3,1,1,3,1.208578912,0,0,COAD/READ
273,UBIAD1,1,0,Inf,0.015549223,0.065979133,NA,1,338,25,1,1,1,2,86.48022079,0,0,COAD/READ
274,USH2A,0.01369863,0.013018558,1.052238637,0.075546223,0.097740274,NA,1,5202,888,71,5,1,34,1.052238637,0,0,COAD/READ
275,VHL,0.2,0.177206778,1.128625,0.125843708,0.129983303,NA,1,213,115,5,24,1,5,1.128625,0,0,COAD/READ
276,WDR62,0.1,0.095177775,1.050665455,0.03639818,0.08964692,NA,1,1518,115,10,1,1,10,1.050665455,0,0,COAD/READ
277,ZAP70,0.083333333,0.079261157,1.051376701,0.099095045,0.113123422,NA,1,619,91,11,2,1,10,1.051376701,0,0,COAD/READ
278,APC,NA,NA,NA,NA,NA,NA,4.19E-12,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
279,ARID1A,NA,NA,NA,NA,NA,NA,0.0284789,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
280,ATXN1,NA,NA,NA,NA,NA,NA,2.19E-06,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
281,B2M,NA,NA,NA,NA,NA,NA,0.000134045,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
282,BCL9,NA,NA,NA,NA,NA,NA,0.006560622,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
283,CACNA1B,NA,NA,NA,NA,NA,NA,0.002510826,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
284,COL18A1,NA,NA,NA,NA,NA,NA,1.33E-05,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
285,CRTC1,NA,NA,NA,NA,NA,NA,0.04539712,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
286,CTSA,NA,NA,NA,NA,NA,NA,0.0369486,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
287,FBXW7,NA,NA,NA,NA,NA,NA,2.31E-06,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
288,HLA-B,NA,NA,NA,NA,NA,NA,0.04539712,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
289,HNRNPL,NA,NA,NA,NA,NA,NA,0.000636908,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
290,IRF5,NA,NA,NA,NA,NA,NA,1.51E-06,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
291,KCNN3,NA,NA,NA,NA,NA,NA,1.59E-11,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
292,NEFH,NA,NA,NA,NA,NA,NA,3.41E-08,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
293,PHF2,NA,NA,NA,NA,NA,NA,0.004185797,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
294,PPM1E,NA,NA,NA,NA,NA,NA,9.79E-10,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
295,RALY,NA,NA,NA,NA,NA,NA,3.00E-07,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
296,RNF43,NA,NA,NA,NA,NA,NA,1.24E-11,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
297,SLC5A10,NA,NA,NA,NA,NA,NA,0.02607623,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
298,SOX9,NA,NA,NA,NA,NA,NA,7.21E-12,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
299,TBP,NA,NA,NA,NA,NA,NA,8.49E-06,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
300,TCF7L2,NA,NA,NA,NA,NA,NA,0.000670778,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
318,ATL1,0.5,0.349045603,1.432477579,0.048247588,0.072885245,0.1602396,1,558,41,2,1,1,2,1.432477579,0,0,GBM
319,BRAF,0.833333333,0.151138121,5.513720349,0.015649218,0.060585206,0.0554577,1,766,109,2,10,1,6,5.513720349,0,1,GBM
320,CASR,0.333333333,0.267579352,1.245736378,0.034748263,0.066187167,0.9950369,1,1078,36,3,8,1,3,1.245736378,0,0,GBM
321,COL1A2,0.083333333,0.083067603,1.003198969,0.121293935,0.121293935,0.003359127,1,1366,250,12,8,1,12,1.003198969,0,0,GBM
322,CPS1,0.4,0.220870514,1.811015846,0.002299885,0.02299885,0.8160048,1,1500,246,5,10,2,5,1.811015846,0,0,GBM
323,CYP11A1,0.333333333,0.274566827,1.214033527,0.07639618,0.086940097,0.08311105,1,521,41,3,2,1,3,1.214033527,0,0,GBM
324,DCX,0.333333333,0.273307371,1.21962804,0.0919954,0.094354257,0.2793827,1,441,14,3,4,1,3,1.21962804,0,0,GBM
325,DYNC2H1,0.5,0.346276851,1.443931347,0.006699665,0.0411408,0.9996801,1,4307,306,2,3,1,2,1.443931347,0,0,GBM
326,F8,0.166666667,0.147541205,1.129627931,0.033948303,0.066187167,0.148364,1,2351,324,6,27,1,6,1.129627931,0,0,GBM
327,FGFR3,0.25,0.217738743,1.148164983,0.064246788,0.080308485,0.03370344,1,806,93,4,8,1,4,1.148164983,0,0,GBM
328,GRIN2A,0.1,0.093748327,1.066685706,0.091745413,0.094354257,0.0920827,1,1464,367,10,7,1,9,1.066685706,0,0,GBM
329,HNF1A,0.5,0.360028639,1.388778409,0.04179791,0.072692018,0.4180192,1,631,78,2,5,1,2,1.388778409,0,0,GBM
330,JAK2,0.5,0.350837693,1.425160436,0.022498875,0.060585206,0.9926,1,1132,145,2,1,1,2,1.425160436,0,0,GBM
331,KIF7,0.5,0.359991102,1.388923218,0.01879906,0.060585206,0.9978404,1,1343,59,2,1,1,2,1.388923218,0,0,GBM
332,KRAS,1,0,Inf,0.072346383,0.085113391,0.1270399,1,189,44,1,6,1,3,30.69336271,0,0,GBM
333,LCAT,0.5,0.350429095,1.426822165,0.061896905,0.080308485,0.06582185,1,440,31,2,4,1,2,1.426822165,0,0,GBM
334,NF1,0.08,0.03816827,2.095981832,0.00719964,0.0411408,5.70E-07,0.000896177,2839,474,43,6,3,38,2.095981832,1,1,GBM
335,NPC1,0.333333333,0.277398339,1.201641416,0.033348333,0.066187167,0.3670974,1,1278,99,3,6,1,2,1.201641416,0,0,GBM
336,PIK3CA,0.485714286,0.085748937,5.664376746,0,0,0,0,1068,139,23,14,7,33,5.664376746,1,1,GBM
337,PKHD1,0.0625,0.060937552,1.025640148,0.051747413,0.073924875,0.5411513,1,4074,476,16,10,1,13,1.025640148,0,0,GBM
338,PTEN,0.201754386,0.03709799,5.438418295,0.04919754,0.072885245,0,0,403,242,75,17,10,107,5.438418295,1,0,GBM
339,PTPN11,0.333333333,0.191579422,1.73992243,0.045097745,0.072885245,0.05811065,1,597,82,4,10,1,6,1.73992243,0,0,GBM
340,RAG1,0.2,0.176441978,1.133517101,0.063746813,0.080308485,0.3689105,1,1043,156,5,5,1,5,1.133517101,0,0,GBM
341,RYR2,0.033333333,0.032580334,1.02311209,0.078246088,0.086940097,0.3090339,1,4967,959,30,5,1,28,1.02311209,0,0,GBM
342,SCN5A,0.25,0.221826412,1.127007366,0.025748713,0.060585206,0.6763005,1,2016,229,4,18,1,4,1.127007366,0,0,GBM
343,SLC2A1,0.5,0.349092919,1.432283422,0.05479726,0.075582428,0.3134436,1,492,33,2,1,1,2,1.432283422,0,0,GBM
344,SLCO2A1,0.5,0.343939376,1.45374457,0.040147993,0.072692018,0.9990044,1,643,81,2,1,1,2,1.45374457,0,0,GBM
345,SMC1A,0.166666667,0.154973887,1.075449996,0.068746563,0.083329167,0.08237627,1,1233,105,6,5,1,5,1.075449996,0,0,GBM
346,TMPRSS6,0.166666667,0.149434481,1.115315997,0.084245788,0.091076527,0.006472104,1,811,80,5,3,1,6,1.115315997,0,0,GBM
347,TP53,0.6,0.043868768,13.67715624,2.30E-05,0.000459939,1.44E-15,3.89E-12,393,287,62,44,25,98,13.67715624,1,1,GBM
348,TRPV4,0.5,0.245281293,2.038475878,0.003499825,0.0279986,0.3760549,1,871,80,4,3,2,4,2.038475878,0,1,GBM
349,TSC2,0.142857143,0.131580996,1.085697383,0.04919754,0.072885245,0.5337824,1,1807,182,7,3,1,6,1.085697383,0,0,GBM
350,USH2A,0.176470588,0.094970449,1.858163147,0.000749963,0.0099995,0.9999656,1,5202,888,16,5,3,16,1.858163147,0,0,GBM
351,IDH1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
352,RB1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
353,RPL5,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
354,PIK3R1,NA,NA,NA,NA,NA,4.11E-15,9.69E-12,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
355,EGFR,NA,NA,NA,NA,NA,7.23E-13,1.51E-09,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
356,ATRX,NA,NA,NA,NA,NA,2.14E-08,4.03E-05,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
357,STAG2,NA,NA,NA,NA,NA,5.70E-07,0.000896177,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
358,KEL,NA,NA,NA,NA,NA,2.90E-06,0.003907386,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
359,CDC27,NA,NA,NA,NA,NA,3.96E-05,0.04974603,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
360,ABCA12,0.071428571,0.070607283,1.011631777,0.02679866,0.048166946,0.9495516,1,2595,264,14,3,1,14,1.011631777,0,0,HNSC
361,ABCA1,0.142857143,0.130605719,1.093804653,0.013849308,0.048166946,0.9999942,1,2261,190,7,5,1,7,1.093804653,0,0,HNSC
362,ABCA4,0.071428571,0.069211111,1.032039076,0.026098695,0.048166946,0.8920968,1,2273,238,14,13,1,14,1.032039076,0,0,HNSC
363,ADA,0.5,0.357499029,1.398605198,0.024448778,0.048166946,0.7831239,1,363,26,2,1,1,2,1.398605198,0,0,HNSC
364,AKT1,0.5,0.357215065,1.399717003,0.01959902,0.048166946,0.5398715,1,480,42,2,1,1,2,1.399717003,0,0,HNSC
365,ALAS2,0.5,0.355485752,1.406526131,0.016099195,0.048166946,0.5733263,1,587,14,2,4,1,2,1.406526131,0,0,HNSC
366,CASP8,0.03030303,0.029534589,1.026018354,0.238338083,0.242751751,0,0,479,106,25,1,1,33,1.026018354,1,0,HNSC
367,CDKN2A,0.06779661,0.034129103,1.986475028,0.774511274,0.774511274,0,0,156,81,28,9,4,58,1.986475028,1,0,HNSC
368,CFI,0.2,0.183787317,1.088214375,0.03839808,0.0502832,0.2120595,1,583,84,5,2,1,5,1.088214375,0,0,HNSC
369,CHST6,0.166666667,0.153010788,1.089247817,0.067096645,0.070967605,1,1,395,53,6,1,1,6,1.089247817,0,0,HNSC
370,COL2A1,0.2,0.186731434,1.071056946,0.014449278,0.048166946,0.8816356,1,1487,134,5,3,1,4,1.071056946,0,0,HNSC
371,COL4A1,0.166666667,0.149806163,1.112548802,0.015249238,0.048166946,0.9993467,1,1669,231,6,1,1,6,1.112548802,0,0,HNSC
372,DHODH,0.25,0.217465034,1.149610102,0.045147743,0.052832465,0.999932,1,395,26,4,1,1,4,1.149610102,0,0,HNSC
373,DNMT3B,0.166666667,0.150530057,1.107198586,0.032548373,0.049028036,0.3938598,1,853,101,6,2,1,6,1.107198586,0,0,HNSC
374,DYNC2H1,0.0625,0.05618354,1.112425451,0.017249138,0.048166946,0.8745206,1,4307,306,16,3,1,16,1.112425451,0,0,HNSC
375,F7,0.333333333,0.268991989,1.239194278,0.02639868,0.048166946,0.9983047,1,466,35,3,3,1,3,1.239194278,0,0,HNSC
376,F8,0.142857143,0.125802444,1.135567313,0.01339933,0.048166946,0.9942743,1,2351,324,7,27,1,7,1.135567313,0,0,HNSC
377,FBN1,0.090909091,0.087618865,1.03755157,0.017149143,0.048166946,0.9079383,1,2871,411,11,17,1,11,1.03755157,0,0,HNSC
378,FGFR3,0.142857143,0.135281472,1.055999325,0.036498175,0.049028036,0.8116532,1,806,93,7,8,1,6,1.055999325,0,0,HNSC
379,GAA,0.333333333,0.278302807,1.197736152,0.014649268,0.048166946,0.9681512,1,952,56,3,5,1,3,1.197736152,0,0,HNSC
380,GLB1,0.5,0.246090045,2.03177662,0.00079996,0.01099945,0.5163831,1,677,47,4,6,2,3,2.03177662,0,1,HNSC
381,HRAS,0.789473684,0.095375549,8.277527005,0.001549923,0.017049148,0,0,189,22,4,2,2,18,8.277527005,1,1,HNSC
382,IFT140,0.4,0.221060416,1.809460086,0.001949903,0.017874106,0.9999989,1,1462,109,4,3,1,5,1.809460086,0,0,HNSC
383,KIT,0.166666667,0.154428114,1.079250805,0.029948503,0.049028036,0.7703729,1,976,155,6,2,1,5,1.079250805,0,0,HNSC
384,KLHL3,0.333333333,0.269862193,1.23519834,0.021048948,0.048166946,0.9999413,1,587,40,3,1,1,3,1.23519834,0,0,HNSC
385,KMT2D,0.014925373,0.014856301,1.004649342,0.05339733,0.058737063,NA,1,5537,531,66,4,1,62,1.004649342,0,0,HNSC
386,LRRK2,0.037037037,0.036240858,1.021969088,0.049897505,0.056007404,0.603281,1,2527,392,27,4,1,24,1.021969088,0,0,HNSC
387,MAP2K2,0.333333333,0.269602623,1.236387574,0.031898405,0.049028036,0.4212083,1,400,36,3,1,1,3,1.236387574,0,0,HNSC
388,MAT1A,0.333333333,0.271328741,1.228522019,0.034048298,0.049028036,0.861639,1,395,35,3,1,1,3,1.228522019,0,0,HNSC
389,MED12,0.058823529,0.05814232,1.011716249,0.03539823,0.049028036,0.1046459,1,2177,210,17,1,1,15,1.011716249,0,0,HNSC
390,NCF2,0.2,0.177946354,1.123934239,0.045147743,0.052832465,0.3019014,1,526,65,5,2,1,5,1.123934239,0,0,HNSC
391,NOTCH3,0.055555556,0.055173976,1.006915934,0.034748263,0.049028036,0.1353264,1,2321,242,18,6,1,17,1.006915934,0,0,HNSC
392,NSD1,0.066666667,0.036993795,1.802104008,0.000249988,0.004583104,1.19E-10,1.60E-07,2696,296,43,3,2,40,1.802104008,1,0,HNSC
393,PARK2,0.25,0.208235713,1.200562558,0.03939803,0.050372481,0.8304656,1,465,71,4,4,1,3,1.200562558,0,0,HNSC
394,PAX6,0.5,0.349408194,1.430991054,0.022498875,0.048166946,0.6976794,1,422,48,2,1,1,2,1.430991054,0,0,HNSC
395,PIK3CA,0.756756757,0.048873652,15.48394118,0,0,0,0,1068,139,24,14,7,73,15.48394118,1,1,HNSC
396,PRF1,0.333333333,0.278425871,1.197206756,0.02159892,0.048166946,0.6362382,1,555,58,3,2,1,3,1.197206756,0,0,HNSC
397,PTEN,0.222222222,0.133865397,1.6600423,0.010699465,0.048166946,0.007806366,1,403,242,9,17,2,9,1.6600423,0,0,HNSC
398,RAF1,0.333333333,0.275369945,1.210492793,0.02159892,0.048166946,0.8316691,1,648,58,3,4,1,3,1.210492793,0,0,HNSC
399,RAG1,0.166666667,0.150415211,1.108043961,0.026648668,0.048166946,0.4688403,1,1043,156,6,5,1,5,1.108043961,0,0,HNSC
400,RDH12,0.333333333,0.268884463,1.239689827,0.040297985,0.050372481,0.273974,1,316,22,3,2,1,3,1.239689827,0,0,HNSC
401,RPS19,0.5,0.353248545,1.415433997,0.062946853,0.067883861,0.6397416,1,145,6,2,1,1,2,1.415433997,0,0,HNSC
402,RUNX2,0.2,0.173757739,1.151027871,0.043547823,0.052832465,0.5229113,1,521,89,5,4,1,5,1.151027871,0,0,HNSC
403,RYR2,0.018867925,0.018223611,1.035355989,0.047097645,0.053966052,0.9994008,1,4967,959,52,5,1,43,1.035355989,0,0,HNSC
404,SETBP1,0.071428571,0.067161855,1.063528862,0.036548173,0.049028036,0.9835128,1,1596,214,12,3,1,14,1.063528862,0,0,HNSC
405,SLC4A11,0.166666667,0.152296676,1.094355246,0.030748463,0.049028036,0.9681444,1,891,84,6,1,1,6,1.094355246,0,0,HNSC
406,SMAD4,0.2,0.124388233,1.607869134,0.00819959,0.048166946,0.005331123,1,552,135,9,2,1,9,1.607869134,0,0,HNSC
407,SOS1,0.125,0.113106335,1.105154719,0.027148643,0.048166946,0.8664193,1,1333,149,8,8,1,7,1.105154719,0,0,HNSC
408,TGFBR2,0.076923077,0.074853344,1.027650504,0.0859957,0.089240821,0.001259789,0.5400488,567,103,11,4,1,12,1.027650504,0,0,HNSC
409,TNFRSF1A,0.5,0.359684755,1.390106177,0.021448928,0.048166946,1,1,455,38,2,2,1,2,1.390106177,0,0,HNSC
410,TP53,0.482649842,0.028752955,16.78609506,0,0,2.22E-16,3.81E-13,393,287,128,44,33,276,16.78609506,1,1,HNSC
411,NOTCH1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,HNSC
412,FAT1,NA,NA,NA,NA,NA,1.33E-15,2.09E-12,NA,NA,NA,NA,NA,NA,NA,1,0,HNSC
413,NFE2L2,NA,NA,NA,NA,NA,1.18E-07,0.000148822,NA,NA,NA,NA,NA,NA,NA,1,0,HNSC
414,NBPF1,NA,NA,NA,NA,NA,6.48E-07,0.000763966,NA,NA,NA,NA,NA,NA,NA,1,0,HNSC
415,EPHA2,NA,NA,NA,NA,NA,1.10E-06,0.001218094,NA,NA,NA,NA,NA,NA,NA,1,0,HNSC
